	Dividends_x	Stock Splits	Date	Dividends_y	contractSymbol	strike	lastPrice	bid	ask	change	percentChange	volume	openInterest	impliedVolatility	inTheMoney	contractSize	currency
0	0.1	0.0	2021-10-28	0.1													
1			2024-09-06		AA240920P00012500	12.5	0.02	0.0	0.0	0.0	0.0	1.0	4427.0	0.500005	False	REGULAR	USD
2			2024-09-06		AA240920P00022000	22.0	0.04	0.0	0.0	0.0	0.0	3.0	0.0	0.500005	False	REGULAR	USD
3			2024-09-06		AA240920C00012500	12.5	17.55	0.0	0.0	0.0	0.0	1.0	1.0	1.0000000000000003e-05	True	REGULAR	USD
4			2024-09-10		AA240920P00015000	15.0	0.02	0.0	0.0	0.0	0.0	2.0	0.0	1.000005	False	REGULAR	USD
5			2024-09-10		AA240920P00020000	20.0	0.01	0.0	0.0	0.0	0.0	10.0	1061.0	0.500005	False	REGULAR	USD
6			2024-09-10		AA240920P00025500	25.5	0.24	0.0	0.0	0.0	0.0		0.0	0.500005	False	REGULAR	USD
7			2024-09-10		AA240920P00050000	50.0	21.6	0.0	0.0	0.0	0.0	6.0	0.0	1.0000000000000003e-05	True	REGULAR	USD
8			2024-09-10		AA240920C00050000	50.0	0.01	0.0	0.0	0.0	0.0	354.0	0.0	0.500005	False	REGULAR	USD
9			2024-08-13		AA240920P00017500	17.5	0.01	0.0	0.23	0.0	0.0	240.0	3559.0	3.5234386914062497	False	REGULAR	USD
10			2024-09-11		AA240920P00021000	21.0	0.01		0.0	0.0	0.0		4.0	0.500005	False	REGULAR	USD
11			2024-09-11		AA240920C00021000	21.0	7.65	0.0	0.0	0.0	0.0		1.0	1.0000000000000003e-05	True	REGULAR	USD
12			2024-09-16		AA240920P00022500	22.5	0.01	0.0	0.0	0.0	0.0	2.0	2027.0	0.500005	False	REGULAR	USD
13			2024-09-16		AA240920P00023000	23.0	0.01	0.0	0.0	0.0	0.0	3.0	159.0	0.500005	False	REGULAR	USD
14			2024-09-16		AA240920P00023500	23.5	0.01	0.0	0.0	0.0	0.0	64.0	0.0	0.500005	False	REGULAR	USD
15			2024-09-16		AA240920P00024000	24.0	0.01	0.0	0.0	0.0	0.0	15.0	0.0	0.500005	False	REGULAR	USD
16			2024-09-16		AA240920P00024500	24.5	0.01	0.0	0.0	0.0	0.0	76.0	0.0	0.500005	False	REGULAR	USD
17			2024-09-16		AA240920P00025000	25.0	0.01	0.0	0.0	0.0	0.0	4.0	5153.0	0.500005	False	REGULAR	USD
18			2024-09-16		AA240920P00026000	26.0	0.01	0.0	0.0	0.0	0.0	19.0	0.0	0.500005	False	REGULAR	USD
19			2024-09-16		AA240920P00026500	26.5	0.02	0.0	0.0	0.0	0.0	322.0	407.0	0.500005	False	REGULAR	USD
20			2024-09-16		AA240920P00027000	27.0	0.01	0.0	0.0	0.0	0.0	24.0	0.0	0.500005	False	REGULAR	USD
21			2024-09-16		AA240920P00027500	27.5	0.02	0.0	0.0	0.0	0.0	189.0	0.0	0.500005	False	REGULAR	USD
22			2024-09-16		AA240920P00028000	28.0	0.02	0.0	0.0	0.0	0.0	133.0	487.0	0.500005	False	REGULAR	USD
23			2024-09-16		AA240920P00028500	28.5	0.02	0.0	0.0	0.0	0.0	12.0	0.0	0.500005	False	REGULAR	USD
24			2024-09-16		AA240920P00029000	29.0	0.03	0.0	0.0	0.0	0.0	34.0	0.0	0.500005	False	REGULAR	USD
